,name,faction,loyalty,text,traits,card type,image name,cost,command,attack,health,shields,cycle,war pack,keywords,useful_quantities
460,Conjuring Warmaster,Chaos,Loyal,"While at a planet with your warlord, this unit gains Mobile.
Combat Action: Exhaust an Elite unit you control at a planet to move it to this planet. (Limit once per phase.)",Warrior. Slaanesh.,Army,Conjuring_Warmaster,3,1,2,3,0,Chronicles of Heroes,Chronicles of Heroes,,3
461,Death Guard Preachers,Chaos,Common,"Lumbering. Retaliate (2).
Reaction: After you deploy a Nurgle unit at this planet, at this planet move 1 damage from an army unit to another army unit. (Limit once per phase.)",Daemon. Nurgle.,Army,Death_Guard_Preachers,3,2,2,6,0,Bloodied Path Cycle,Herald of the Plague God,Retaliate.Lumbering.,3
462,Expendable Pawn,Chaos,Common,"Reaction: After a unit is assigned damage at this planet or an adjacent planet, sacrifice this unit to prevent 2 of that damage.",Cultist. Khorne.,Army,Expendable_Pawn,1,1,1,1,0,Confrontation Cycle,By Imperial Decree,,3
463,Galvax the Bloated,Chaos,Loyal,"This unit gets +1 ATK and +1 HP for each cultist unit you control at this planet.
Reaction: After a Cultist unit you control leaves play from this planet, deal 1 damage to a unit at this planet.",Touched. Nurgle.,Army,Galvax_the_Bloated,3,1,2,4,0,Confrontation Cycle,The Laughing God,Unique.,3
464,Ireful Vanguard,Chaos,Loyal,"While any warlord is bloodied, this unit gets +1 ATK and +1 HP.
Action: Deal 3 damage to an army unit at this planet. Use this ability only if your opponent won a command struggle at this planet this round (Limit once per round.)",Warrior. Khorne.,Army,Ireful_Vanguard,3,1,3,4,0,Confrontation Cycle,By Imperial Decree,,3
465,Lekor Blight-Tongue,Chaos,Loyal,"Sweep (1).
Headquarters Action: Exhaust this unit to place a token on a target army unit. Then if there is 2 tokens or more on that unit, remove them to deal it 3 damage.",Cultist. Nurgle.,Army,Lekor_Blight-Tongue,2,1,1,3,0,Bloodied Path Cycle,Herald of the Plague God,Sweep.Unique.,3
466,Neurotic Obliterator,Chaos,Common,"This unit gets +1 ATK and +1 HP for each attachment on it.
Reaction: After this unit is chosen as a defender, exhaust a Weapon attachment on it to deal 1 damage to the attacker.",Warrior.,Army,Neurotic_Obliterator,3,1,1,5,0,Navida Prime Cycle,Breaching the Veil,,3
467,Plagueburst Crawler,Chaos,Loyal,"Lumbering.
Headquarters Action: Ready this unit to deal 2 damage to a target non-unique unit.",Vehicle. Nurgle. Daemon.,Army,Plagueburst_Crawler,2,1,2,4,0,Bloodied Path Cycle,Herald of the Plague God,Lumbering.,3
468,Raging Daemonhost,Chaos,Common,"Interrupt: When this card leaves play, attach it to an army unit you control at the same planet instead as an attachment with the text: ""Attach to a non-Daemon, non-Vehicle army unit. Attached unit gets +3 ATK, +3 HP and the Khorne trait.""",Daemon. Cultist. Khorne.,Army,Raging_Daemonhost,4,0,3,3,0,Navida Prime Cycle,Promise of War,,3
469,Sivarla Soulbinder,Chaos,Loyal,"Each Cultist token you control gets +1 ATK and +1 HP. Your Cultist token limit is set to 2.
Combat Action: Move a Cultist unit you control to a target planet. (Limit once per phase.)",Daemon. Slaanesh.,Army,Sivarla_Soulbinder,2,1,1,4,0,Navida Prime Cycle,Aligned Stars,Unique.,3
470,The Masque,Chaos,Common,"Sweep (1). Retaliate (4).
Reaction: After this unit resolves an attack, put a Cultist token into play at this planet.",Daemon. Slaanesh. Elite.,Army,The_Masque,6,2,3,6,0,Bloodied Path Cycle,Herald of the Plague God,Sweep.Retaliate.Unique.,3
471,Uncontrollable Rioters,Chaos,Loyal,"Cost of units you deploy is increased by 1.
This unit cannot change control more than once per round.
Action: Give control of this unit to your opponent.",Cultist. Mob.,Army,Uncontrollable_Rioters,0,0,2,1,0,Confrontation Cycle,The Laughing God,,3
472,Improvised Minefield,Chaos,Common,"Deep Strike (1). Attach to a planet.
Forced Reaction: After a non-warlord unit is declared as an attacker at this planet, deal 3 damage to it and discard this card.",Location.,Attachment,Improvised_Minefield,2,-1,-1,-1,1,Navida Prime Cycle,Enemy Territory,Deep Strike.,3
473,Medallion of Betrayal,Chaos,Loyal,"Attach to a non-warlord unit.
Attached unit gets +1 ATK and +1 HP, double if it is a Cultist.
Reaction: After this card enters your discard pile, if you control no Cultist token, put a Cultist token into play at your HQ.",Wargear. Weapon. Slaanesh.,Attachment,Medallion_of_Betrayal,1,-1,-1,-1,2,Navida Prime Cycle,Aligned Stars,,3
474,Scrying Pool,Chaos,Common,"Attach to an army unit. Attached unit gets +1 HP.
Interrupt: When you would discard a card from your hand as a result of an opponent's triggered ability, discard this card from your hand and draw a card instead. Then put it into play from your discard pile attached to an eligible unit, if able.",Blessing. Tzeentch.,Attachment,Scrying_Pool,0,-1,-1,-1,1,Navida Prime Cycle,Overrun,,3
475,Everlasting Rage,Chaos,Common,"Action: Remove up to X damage from a Khorne unit, then this unit gets +X ATK for its next attack this phase. X is the number of Khorne units you control. (Max 1 per round.)",Tactic. Khorne.,Event,Everlasting_Rage,2,-1,-1,-1,1,Navida Prime Cycle,Promise of War,,3
476,Tides of Chaos,Chaos,Loyal,"Reaction: After your warlord commits to a planet, each army unit gains an amount of command icons equal to their ATK value until the end of the phase.",Tactic.,Event,Tides_of_Chaos,1,-1,-1,-1,2,Confrontation Cycle,The Laughing God,,3
477,Dark Allegiance,Chaos,Loyal,"When deployed, choose a trait among: Nurgle, Khorne, Slaanesh, Tzeentch.
Reaction: After the deploy phase begins, Rally 6 a card with the chosen trait, then deploy it at a target planet reducing its cost by 1. Use this ability only if each unit you control shares the chosen trait.",Pledge.,Support,Dark_Allegiance,1,-1,-1,-1,0,Chronicles of Heroes,Chronicles of Heroes,Preparation.,1
478,Myriad Excesses,Chaos,Loyal,"You cannot sacrifice tokens.
Reaction: After the deploy phase ends, both players set their command dial then reveal it. Place 2 Cultist tokens into play at the planet you chose. Then, if your opponent chose the same planet, they may choose either to destroy one of those tokens or take control of it.",Pledge.,Support,Myriad_Excesses,2,-1,-1,-1,0,Chronicles of Heroes,Chronicles of Heroes,Preparation.,1
479,Unstoppable Tide,Chaos,Loyal,"After your warlord is assigned damage, exhaust this support to prevent all of that damage. At the end of the phase, deal an amount of damage to your warlord equal to the damage prevented.",Pledge.,Support,Unstoppable_Tide,0,-1,-1,-1,0,Chronicles of Heroes,Chronicles of Heroes,Preparation.,1
480,Cult of Khorne,Chaos,Loyal,"Interrupt: When a Khorne army unit enters play under your control, move 1 damage from a unit to this support. Then if this support has 2 damage on it, attach it to a unit as a Wargear attachment with the text: ""Attach to an army unit. Attached unit gets +2 ATK."".",Cult. Khorne.,Support,Cult_of_Khorne,1,-1,-1,-1,0,Navida Prime Cycle,Aligned Stars,,3
481,Tras the Corrupter,Chaos,Signature,"Forced Reaction: After you commit your warlord, replace a planet with one from The Breach sector (each planet can only be used once). After that planet is captured, replace it again with the original.",Chosen. Tzeentch.,Warlord,Tras_the_Corrupter,-1,-1,2,6,0,Bloodied Path Cycle,The Shadow in the Warp,Unique.,1
482,Cult of Duplicity,Chaos,Signature,"While triggering battle abilities with a choice on a replaced planet, you may pay 1 RESOURCE to choose both.",Cult.,Support,Cult_of_Duplicity,1,-1,-1,-1,0,Bloodied Path Cycle,The Shadow in the Warp,,1
483,Iridescent Wand,Chaos,Signature,"Attach to your warlord.
Action: Exhaust this attachment to have up to 2 army units at this planet gain Sweep (1) until the end of the phase. Can only be used at a replaced planet.",Wargear. Tzeentch.,Attachment,Iridescent_Wand,1,-1,-1,-1,3,Bloodied Path Cycle,The Shadow in the Warp,,1
484,Torturer of Worlds,Chaos,Signature,Action: Switch the location of two target army units you control. Each target must be at a replaced planet.,Tactic. Tzeentch.,Event,Torturer_of_Worlds,1,-1,-1,-1,1,Bloodied Path Cycle,The Shadow in the Warp,,2
485,War Cabal,Chaos,Signature,"Reaction: After a planet replaces another or is revealed, move this unit to that planet and exhaust it if able.",Soldier. Tzeentch.,Army,War_Cabal,2,1,2,3,0,Bloodied Path Cycle,The Shadow in the Warp,,4
486,Vael the Gifted,Chaos,Signature,"Effects of events you play cannot be cancelled.
When the game starts, remove each Ritual card in your deck from the game.
You may play Ritual events you removed from the game as if they were in your hand. (Limit once per round.)",Ritualist. Chaos Undivided.,Warlord,Vael_the_Gifted,-1,-1,2,6,0,Confrontation Cycle,The Laughing God,Unique.,1
487,Drammask Nane,Chaos,Signature,"Reaction: After you play a Ritual event, sacrifice a unit at this planet to have up to 4 units you control at this planet get +1 ATK until the end of the phase.",Sorcerer.,Army,Drammask_Nane,3,2,2,4,0,Confrontation Cycle,The Laughing God,Unique.,2
488,Sacrificial Altar,Chaos,Signature,"Deploy Action: Exhaust this support and target a non first-planet to draw 1 card an gain 1 resource. If your opponent wins a command struggle at the targeted planet this round, they draw 1 card and gain 1 RESOURCE.",Location.,Support,Sacrificial_Altar,1,-1,-1,-1,0,Confrontation Cycle,The Laughing God,,1
489,Talisman of Denial,Chaos,Signature,"Attach to your warlord.
Attached unit gains 3 command icons.
Combat Action: Sacrifice this attachment to switch the damage on your warlord with the damage on a hale warlord at this planet.",Wargear.,Attachment,Talisman_of_Denial,0,-1,-1,-1,3,Confrontation Cycle,The Laughing God,,1
490,The Blood Pits,Chaos,Signature,"Reaction: After your warlord commits to a planet with an enemy warlord, choose up to 1 enemy unit at each planet without a warlord. Deal 2 damage to each chosen unit.",Ritual. Khorne.,Event,The_Blood_Pits,1,-1,-1,-1,1,Confrontation Cycle,The Laughing God,,1
491,The Grand Plan,Chaos,Signature,"Interrupt: When a player places a planet in their victory display, sacrifice an army unit at a planet with no enemy army unit to remove that planet from the game instead. At the end of the next round, place the planet in that player's victory display and draw 4 cards.",Ritual. Tzeentch.,Event,The_Grand_Plan,1,-1,-1,-1,1,Confrontation Cycle,The Laughing God,,1
492,The Inevitable Decay,Chaos,Signature,"Reaction: After an enemy army unit enters play or moves to a planet with a unique unit you control, exhaust it and move up to 2 damage from units at the same planet to that enemy unit.",Ritual. Nurgle.,Event,The_Inevitable_Decay,1,-1,-1,-1,1,Confrontation Cycle,The Laughing God,,1
493,The Orgiastic Feast,Chaos,Signature,"Command Action: Rally 12 up to two units with cost 4 or lower, put them into play at a target planet and shuffle your deck. If those units are still in play at the end of the round, return them to your hand.",Ritual. Slaanesh.,Event,The_Orgiastic_Feast,4,-1,-1,-1,1,Confrontation Cycle,The Laughing God,,1
494,Packmaster Kith,Dark Eldar,Signature,"Reaction: After this warlord commits to a planet, put a Khymera token into play at this planet.",Warrior. Succubus. Wych.,Warlord,Packmaster_Kith,-1,-1,2,6,0,Core Set,Core Set,Unique.,1
495,Kith's Khymeramasters,Dark Eldar,Signature,"Reaction: After this unit enters play, put a Khymera token into play at this planet.",Warrior. Beastmaster. Wych.,Army,Kith's_Khymeramasters,2,1,1,2,0,Core Set,Core Set,,4
496,Khymera Den,Dark Eldar,Signature,Action: Exhaust this support to move any number of Khymera tokens you control to a target planet.,Location.,Support,Khymera_Den,1,-1,-1,-1,0,Core Set,Core Set,,1
497,Pact of the Haemonculi,Dark Eldar,Signature,"Deploy Action: Sacrifice a unit to discard 1 card at random from your opponent's hand. Then, draw 2 cards.",Tactic.,Event,Pact_of_the_Haemonculi,2,-1,-1,-1,1,Core Set,Core Set,,2
498,Agonizer of Bren,Dark Eldar,Signature,"Attach to an army unit.
Attached unit gets +1 ATK for each Khymera token you control.",Wargear. Weapon.,Attachment,Agonizer_of_Bren,1,-1,-1,-1,3,Core Set,Core Set,,1
499,Sybarite Marksman,Dark Eldar,Common,Ranged. (This unit attacks during the ranged skirmish at the beginning of a battle.),Warrior. Kabalite.,Army,Sybarite_Marksman,1,0,2,1,0,Core Set,Core Set,Ranged.,3
500,Incubus Warrior,Dark Eldar,Common,,Warrior.,Army,Incubus_Warrior,2,2,3,1,0,Core Set,Core Set,,3
501,Haemonculus Tormentor,Dark Eldar,Common,Action: Pay 1 RESOURCE to give this unit +2 ATK until the end of the phase.,Scholar. Haemonculus.,Army,Haemonculus_Tormentor,4,1,2,4,0,Core Set,Core Set,,3
502,Hellion Gang,Dark Eldar,Common,Flying. (This unit takes half damage from non-Flying units.,Scout. Raider.,Army,Hellion_Gang,2,1,2,2,0,Core Set,Core Set,Flying.,3
503,Beasthunter Wyches,Dark Eldar,Common,"Reaction: After you play a Dark Eldar event card, pay 1 RESOURCE to put a Khymera token into play at your HQ",Warrior. Wych.,Army,Beasthunter_Wyches,3,2,1,3,0,Core Set,Core Set,,3
504,Baleful Mandrake,Dark Eldar,Common,Ranged. (This unit attacks during the ranged skirmish at the beginning of a battle.),Warrior.,Army,Baleful_Mandrake,3,1,3,2,0,Core Set,Core Set,Ranged.,3
505,Vile Raider,Dark Eldar,Common,"No Wargear Attachments.
Mobile. (At the beginning of the combat phase, this unit may move to an adjacent planet.",Vehicle. Transport.,Army,Vile_Raider,4,2,2,4,0,Core Set,Core Set,Mobile.No Wargear Attachments.,3
506,Black Heart Ravager,Dark Eldar,Loyal,"No Wargear Attachments.
Flying. (This unit takes half damage from non-Flying units.)
Reaction: After this unit damages a non-warlord unit, rout that unit.",Vehicle. Tank. Elite.,Army,Black_Heart_Ravager,6,2,2,5,0,Core Set,Core Set,No Wargear Attachments.Flying.,3
507,Murder of Razorwings,Dark Eldar,Loyal,"No Attachments.
Reaction: After you deploy this unit, discard 1 card at random from your opponent's hand.",Creature. Ally.,Army,Murder_of_Razorwings,1,0,1,1,0,Core Set,Core Set,No Attachments.,3
508,Coliseum Fighters,Dark Eldar,Common,"Reaction: After this unit enters play, return the topmost event card from your discard pile to your hand.",Warrior. Wych.,Army,Coliseum_Fighters,2,0,1,2,0,Core Set,Core Set,,3
509,Kabalite Strike Force,Dark Eldar,Common,Area Effect (1). (When this unit attacks it may instead deal its Area Effect damage to each enemy unit at this planet.,Warrior. Kabalite.,Army,Kabalite_Strike_Force,2,0,2,2,0,Core Set,Core Set,Area Effect.,3
510,Syren Zythlex,Dark Eldar,Loyal,"Reaction: After an enemy unit is deployed at this planet, exhaust it.",Warrior. Wych.,Army,Syren_Zythlex,3,2,2,3,0,Core Set,Core Set,Unique.,3
511,Power from Pain,Dark Eldar,Common,Combat Action: Your opponent must sacrifice an army unit if able.,Power. Torture.,Event,Power_from_Pain,2,-1,-1,-1,1,Core Set,Core Set,,3
512,Archon's Terror,Dark Eldar,Common,Combat Action: Rout a target non-unique unit.,Power.,Event,Archon's_Terror,2,-1,-1,-1,1,Core Set,Core Set,,3
513,Raid,Dark Eldar,Loyal,"Limited. (Limit one Limited card per round.)
Action: Take 1 RESOURCE from your opponent if he has more resources than you.",Tactic.,Event,Raid,0,-1,-1,-1,2,Core Set,Core Set,Limited.,3
514,Suffering,Dark Eldar,Loyal,"Attach to an army unit.
Attached unit gets -2 ATK.",Condition. Torture.,Attachment,Suffering,1,-1,-1,-1,2,Core Set,Core Set,,3
515,Hypex Injector,Dark Eldar,Common,"Attach to an army unit.
Reaction: After you play a Dark Eldar event card, ready attached unit.",Wargear.,Attachment,Hypex_Injector,0,-1,-1,-1,1,Core Set,Core Set,,3
516,Altar of Torment,Dark Eldar,Common,"Limited. (Limit one Limited card per round.)
Interrupt: When you deploy a Dark Eldar unit, exhaust this support to reduce that unit's cost by 1.",Location.,Support,Altar_of_Torment,1,-1,-1,-1,0,Core Set,Core Set,Limited.Unique.,3
517,Twisted Laboratory,Dark Eldar,Loyal,Action: Exhaust this support to treat the printed text box of a target army unit as if it were blank (except for Traits) until the end of the phase.,Location.,Support,Twisted_Laboratory,2,-1,-1,-1,0,Core Set,Core Set,,3
518,Solarite Avetys,Dark Eldar,Loyal,"Flying.
Reaction: After this unit takes damage by an attack from a non-flying unit, deal 2 damage to the attacker.",Warrior.,Army,Solarite_Avetys,4,1,2,4,0,The Great Devourer,The Great Devourer,Flying.Unique.,3
519,Dark Possession,Dark Eldar,Common,"Action: As your next Action this phase, you may play an event card in your opponent's discard pile as if it were in your hand. (You pay its costs, choose its targets, and follow all restrictions.)",Tactic. Torture.,Event,Dark_Possession,2,-1,-1,-1,1,The Great Devourer,The Great Devourer,,3
520,Treacherous Lhamaean,Dark Eldar,Common,"While you control a non-Dark Eldar warlord, this unit gains Armorbane.
Forced Interrupt: When this unit is destroyed, sacrifice another army unit at this planet.",Warrior.,Army,Treacherous_Lhamaean,2,0,4,1,0,Legions of Death,Legions of Death,,3
521,Uber Grotesque,Dark Eldar,Common,"No Wargear Attachments.
Reaction: After you play a Torture event card, this unit gets +3 ATK until the end of the phase. (Limit once per phase.)",Creature. Abomination. Elite.,Army,Uber_Grotesque,5,1,3,5,0,Warlord Cycle,The Howl of Blackmane,No Wargear Attachments.,3
522,Visions of Agony,Dark Eldar,Common,"Action: Look at your opponent's hand. Then, choose and discard 1 card from that hand.",Tactic. Torture.,Event,Visions_of_Agony,3,-1,-1,-1,1,Warlord Cycle,The Howl of Blackmane,,3
523,Archon's Palace,Dark Eldar,Loyal,"Interrupt: When your opponent wins a command struggle, exhaust this support to cancel either the card bonus or the resource bonus of that planet this phase.",Location.,Support,Archon's_Palace,2,-1,-1,-1,0,Warlord Cycle,The Howl of Blackmane,Unique.,3
524,Klaivex Warleader,Dark Eldar,Loyal,"Ambush.
Reaction: After you deploy this unit during the combat phase, destroy a target damaged army unit at this planet.",Warrior.,Army,Klaivex_Warleader,4,2,3,3,0,Warlord Cycle,The Scourge,Ambush.,3
525,Bladed Lotus Rifle,Dark Eldar,Common,"Attach to an army unit.
Attached unit gets +1 ATK.
If attached unit is a Kabalite, it gains Ranged.",Wargear. Weapon.,Attachment,Bladed_Lotus_Rifle,1,-1,-1,-1,1,Warlord Cycle,The Scourge,,3
526,Soul Seizure,Dark Eldar,Common,Action: Put a target army unit with printed cost X or lower from your opponent's discard pile into play under your control at a planet. X is the number of Torture cards in your discard pile.,Tactic. Torture.,Event,Soul_Seizure,5,-1,-1,-1,1,Warlord Cycle,The Scourge,,3
527,Sslyth Mercenary,Dark Eldar,Common,Action: Pay 2 to take control of this unit if it is at a planet. Any player may use this ability.,Warrior.,Army,Sslyth_Mercenary,1,2,2,2,0,Warlord Cycle,Gift of the Ethereals,,3
528,Despise,Dark Eldar,Common,"Combat Action: Each player must sacrifice an Ally unit he controls, if able.",Tactic.,Event,Despise,0,-1,-1,-1,1,Warlord Cycle,Gift of the Ethereals,,3
529,Bloodied Reavers,Dark Eldar,Common,No Wargear AttachmentsThis unit gets +2 ATK while it is at a planet with a warlord.,Vehicle.,Army,Bloodied_Reavers,2,1,2,2,0,Warlord Cycle,Zogwort's Curse,No Wargear Attachments.,3
530,Crucible of Malediction,Dark Eldar,Common,"Reaction: After you play a Torture event card, exhaust this support to look at the top 3 cards of a deck. Discard 1 of those cards, and place the remaining cards on top of that deck in any order.",Upgrade.,Support,Crucible_of_Malediction,1,-1,-1,-1,0,Warlord Cycle,Zogwort's Curse,,3
531,Searing Brand,Dark Eldar,Loyal,Combat Action: Deal 3 unpreventable damage to a target non-warlord unit at a planet with your warlord. Your opponent may choose and discard 2 cards from his hand to cancel this effect.,Tactic. Torture.,Event,Searing_Brand,3,-1,-1,-1,2,Warlord Cycle,Zogwort's Curse,,3
532,Kabalite Halfborn,Dark Eldar,Common,"Interrupt: When this unit leaves play, draw 1 card.",Warrior. Kabalite.,Army,Kabalite_Halfborn,1,0,1,1,0,Warlord Cycle,The Threat Beyond,,3
533,Slake the Thirst,Dark Eldar,Common,"Action: Exhaust your warlord to discard up to 3 cards at random from a target player's hand. Then, that player draws cards equal to the number of cards discarded.",Tactic. Maneuver.,Event,Slake_the_Thirst,0,-1,-1,-1,1,Warlord Cycle,The Threat Beyond,,3
534,Shadow Field,Dark Eldar,Loyal,"Attach to a Dark Eldar army unit.
Attached unit cannot be dealt damage by an army unit with printed cost 2 or lower.",Wargear.,Attachment,Shadow_Field,2,-1,-1,-1,2,Warlord Cycle,The Threat Beyond,,3
535,Urien Rakarth,Dark Eldar,Signature,"The cost for you to play each Torture event is reduced by 1.
The cost for you to play each non-Torture event is increased by 1.",Scholar. Haemonculus.,Warlord,Urien_Rakarth,-1,-1,2,6,0,Warlord Cycle,Descendants of Isha,Unique.,1
536,Twisted Wracks,Dark Eldar,Signature,Action: Discard a Torture card from your hand to ready this unit.,Creature. Abomination.,Army,Twisted_Wracks,2,0,3,3,0,Warlord Cycle,Descendants of Isha,,2
537,Rakarth's Experimentations,Dark Eldar,Signature,"Action: Name a card type (unit, support, attachment, event). Your opponent must either discard 1 card of that type from his hand or deal 1 damage to his warlord.",Tactic. Torture.,Event,Rakarth's_Experimentations,1,-1,-1,-1,1,Warlord Cycle,Descendants of Isha,,4
538,Ichor Gauntlet,Dark Eldar,Signature,"Attach to your warlord.
Reaction: After you play a Torture event card, exhaust attached warlord to copy its effects. You may choose new targets.",Wargear. Weapon.,Attachment,Ichor_Gauntlet,2,-1,-1,-1,3,Warlord Cycle,Descendants of Isha,,1
539,Urien's Oubliette,Dark Eldar,Signature,"Your opponent plays with the top card of his deck revealed.
Action: Exhaust this support to discard the top card of each player's deck or have each player draw 1 card.",Location.,Support,Urien's_Oubliette,1,-1,-1,-1,0,Warlord Cycle,Descendants of Isha,Unique.,1
540,Stalking Ur-Ghul,Dark Eldar,Common,"No Attachments.
This unit gets -5 ATK while attacking a warlord or undamaged army unit.",Creature.,Army,Stalking_Ur-Ghul,3,0,5,3,0,Planetfall Cycle,Decree of Ruin,No Attachments.,3
541,Holding Cell,Dark Eldar,Loyal,"Your opponent cannot deploy copies of the attached card.
Reaction: After an enemy army unit is destroyed by an attack, if no card is attached to this support, attach that unit to this support.",Location.,Support,Holding_Cell,1,-1,-1,-1,0,Planetfall Cycle,Decree of Ruin,,3
542,Archon Salaine Morn,Dark Eldar,Signature,"Reaction: After a Kabalite or Raider unit enters play under your control at a Material planet (red), gain 1 RESOURCE. (Limit once per phase.)",Warrior. Archon.,Warlord,Archon_Salaine_Morn,-1,-1,2,7,0,Planetfall Cycle,Boundless Hate,Unique.,1
543,Shadowed Thorns Pillagers,Dark Eldar,Signature,Ambush.,Warrior. Raider. Kabalite.,Army,Shadowed_Thorns_Pillagers,2,1,2,2,0,Planetfall Cycle,Boundless Hate,Ambush.,4
544,The Nexus of Shadows,Dark Eldar,Signature,Action: Pay 2 RESOURCE to draw 1 card. (Limit once per phase.),Location.,Support,The_Nexus_of_Shadows,1,-1,-1,-1,0,Planetfall Cycle,Boundless Hate,Unique.,1
545,Inevitable Betrayal,Dark Eldar,Signature,"Action: Choose any number of undamaged enemy army units at a target planet. Until the end of the phase, treat each of those units as if its printed text box were blank.",Tactic.,Event,Inevitable_Betrayal,2,-1,-1,-1,1,Planetfall Cycle,Boundless Hate,,2
546,Last Breath,Dark Eldar,Signature,"Attach to a unique unit.
Reaction: After attached unit damages an army unit by attack, the attacked unit gets -3 ATK until the end of the phase.",Relic. Wargear. Weapon.,Attachment,Last_Breath,1,-1,-1,-1,3,Planetfall Cycle,Boundless Hate,Unique.,1
547,Mandrake Fearmonger,Dark Eldar,Loyal,"Reaction: After this unit damages an army unit by an attack, discard 1 card at random from your opponent's hand.",Warrior.,Army,Mandrake_Fearmonger,3,1,1,3,0,Planetfall Cycle,Deadly Salvage,,3
548,Shadowed Thorns Bodysuit,Dark Eldar,Common,"Attach to a Kabalite army unit.
Reaction: After attached unit is declared as a defender, exhaust this attachment to cancel the remainder of the attack.",Wargear. Armor.,Attachment,Shadowed_Thorns_Bodysuit,0,-1,-1,-1,1,Planetfall Cycle,Deadly Salvage,,3
549,Dying Sun Marauder,Dark Eldar,Loyal,"Reaction: After you gain 1 or more RESOURCE, ready this unit.",Warrior. Raider. Kabalite.,Army,Dying_Sun_Marauder,2,0,2,3,0,Planetfall Cycle,What Lurks Below,,3
550,Kabalite Harriers,Dark Eldar,Common,"Reaction: After a Kabalite unit enters play at this planet, deal 1 damage to a target undamaged unit at this planet.",Warrior. Kabalite.,Army,Kabalite_Harriers,2,1,1,2,0,Planetfall Cycle,What Lurks Below,,3
551,Gut and Pillage,Dark Eldar,Common,"Reaction: After you win a battle at a Material planet (red), gain 3 RESOURCE. (Max 1 per round.)",Tactic.,Event,Gut_and_Pillage,0,-1,-1,-1,1,Planetfall Cycle,What Lurks Below,,3
552,Shadowed Thorns Venom,Dark Eldar,Common,"No Wargear Attachments.
Reaction: After you deploy this unit, you may move each Kabalite army unit you control to a Material planet (red). (Each unit can move to a different planet).",Vehicle. Raider. Elite.,Army,Shadowed_Thorns_Venom,5,2,4,4,0,Planetfall Cycle,Wrath of the Crusaders,No Wargear Attachments.,3
553,Rapid Assault,Dark Eldar,Common,"Combat Action: Target a planet. Put a Kabalite unit with a printed cost 3 or lower into play from your hand exhausted at the targeted planet. Then, if the targeted planet is a Material planet (red), ready up to 2 Kabalite units at that planet.",Tactic.,Event,Rapid_Assault,2,-1,-1,-1,1,Planetfall Cycle,Wrath of the Crusaders,,3
554,Flayed Skull Slaver,Dark Eldar,Common,"While this unit is at a Material planet (red), it gains: +2 resources when command struggle won at this planet.",Warrior. Kabalite. Ally.,Army,Flayed_Skull_Slaver,3,1,2,3,0,Planetfall Cycle,The Final Gambit,,3
555,Raiding Portal,Dark Eldar,Common,"Reaction: After you win a command struggle, exhaust this support to move a target Kabalite army unit you control at that planet to a Material planet (red). That unit gains 1 command icon until the end of the phase.",Upgrade.,Support,Raiding_Portal,1,-1,-1,-1,0,Planetfall Cycle,The Final Gambit,,3
556,Hallucinogen Grenade,Dark Eldar,Loyal,"Attach to a Kabalite army unit you control.
Combat Action: Sacrifice this attachment to exhaust a target enemy non-Elite army unit at this planet. Then, deal damage to that unit equal to its printed ATK value.",Wargear.,Attachment,Hallucinogen_Grenade,2,-1,-1,-1,2,Planetfall Cycle,The Final Gambit,,3
557,Supplicant of Pain,Dark Eldar,Common,Each Elite army unit you control at this planet gains Armorbane while attacking a damaged enemy unit.,Creature. Abomination.,Army,Supplicant_of_Pain,2,1,1,3,0,Death World Cycle,Jungles of Nectavus,,3
558,Hunting Grounds,Dark Eldar,Common,Action: Exhaust this support and sacrifice a Khymera token to ready a Creature army unit you control.,Location.,Support,Hunting_Grounds,1,-1,-1,-1,0,Death World Cycle,Jungles of Nectavus,,3
559,Mandrake Cutthroat,Dark Eldar,Common,"Deep Strike (1).
Reaction: After you Deep Strike this unit, destroy a target Ally unit at this planet.",Warrior.,Army,Mandrake_Cutthroat,3,1,2,2,0,Death World Cycle,Unforgiven,Deep Strike.,3
560,A Thousand Cuts,Dark Eldar,Loyal,"Combat Action: Deal 1 damage to a target non-Elite army unit. Then, shuffle this card back into your deck.",Tactic. Torture.,Event,A_Thousand_Cuts,1,-1,-1,-1,2,Death World Cycle,Unforgiven,,3
561,Corrupted Clawed Fiend,Dark Eldar,Common,"No Attachments.
Reaction: After a unit with printed cost 2 or lower deals damage to this unit by an attack, rout that unit.",Creature. Elite.,Army,Corrupted_Clawed_Fiend,7,3,6,7,0,Death World Cycle,Slash and Burn,No Attachments.,3
562,Electrocorrosive Whip,Dark Eldar,Common,"Attach to an army unit you control.
Each non-Elite army unit dealt damage by attached unit's attack cannot ready this phase.",Wargear. Weapon.,Attachment,Electrocorrosive_Whip,1,-1,-1,-1,1,Death World Cycle,Slash and Burn,,3
563,Masked Hunter,Dark Eldar,Common,"Reaction: After you declare this unit as an attacker, move a Khymera token from an adjacent planet to this planet.",Warrior. Beastmaster.,Army,Masked_Hunter,3,1,2,3,0,Death World Cycle,Searching for Truth,,3
564,Run Down,Dark Eldar,Common,"Deep Strike (0).
Reaction: After you Deep Strike this event, target a non-Elite army unit in your opponent's HQ. Move the targeted unit to this planet.",Tactic.,Event,Run_Down,-1,-1,-1,-1,1,Death World Cycle,Searching for Truth,Deep Strike.,3
